"","Primer_name","Phyla","Reads","Total_reads","Relative_abundance","Target","Gen","Max","Min","Assay"
"299","Prot1702_32_F.EukB_MV_25_R","Chlorophyta",180,14720,0.0122282608695652,"Eukaryota","18S",500,400,"Test"
"300","Prot1702_32_F.EukB_MV_25_R","Chordata",2,14720,0.000135869565217391,"Eukaryota","18S",500,400,"Test"
"301","Prot1702_32_F.EukB_MV_25_R","Microsporidia",12,14720,0.000815217391304348,"Eukaryota","18S",500,400,"Test"
"302","Prot1702_32_F.EukB_MV_25_R","Mucoromycota",969,14720,0.0658288043478261,"Eukaryota","18S",500,400,"Test"
"303","Prot1702_32_F.EukB_MV_25_R","Nematoda",9557,14720,0.649252717391304,"Eukaryota","18S",500,400,"Test"
"304","Prot1702_32_F.EukB_MV_25_R","Proteobacteria",52,14720,0.00353260869565217,"Eukaryota","18S",500,400,"Test"
"305","Prot1702_32_F.EukB_MV_25_R","Streptophyta",221,14720,0.0150135869565217,"Eukaryota","18S",500,400,"Test"
"306","Prot1702_32_F.EukB_MV_25_R","Tardigrada",12,14720,0.000815217391304348,"Eukaryota","18S",500,400,"Test"
"307","Prot1702_32_F.wang1624CR6S_16_R","Actinobacteria",1056,64054,0.0164860898616792,"Eukaryota","18S",400,300,"Test"
"308","Prot1702_32_F.wang1624CR6S_16_R","Apicomplexa",19137,64054,0.298763543260374,"Eukaryota","18S",400,300,"Test"
"309","Prot1702_32_F.wang1624CR6S_16_R","Arthropoda",1007,64054,0.0157211103131733,"Eukaryota","18S",400,300,"Test"
"310","Prot1702_32_F.wang1624CR6S_16_R","Ascomycota",13695,64054,0.213803977893652,"Eukaryota","18S",400,300,"Test"
"311","Prot1702_32_F.wang1624CR6S_16_R","Basidiomycota",2757,64054,0.0430418084741,"Eukaryota","18S",400,300,"Test"
"312","Prot1702_32_F.wang1624CR6S_16_R","Blastocladiomycota",17,64054,0.000265401067849002,"Eukaryota","18S",400,300,"Test"
"313","Prot1702_32_F.wang1624CR6S_16_R","Bryozoa",10,64054,0.000156118275205296,"Eukaryota","18S",400,300,"Test"
"314","Prot1702_32_F.wang1624CR6S_16_R","Chlorophyta",1896,64054,0.029600024978924,"Eukaryota","18S",400,300,"Test"
"315","Prot1702_32_F.wang1624CR6S_16_R","Chytridiomycota",76,64054,0.00118649889156025,"Eukaryota","18S",400,300,"Test"
"316","Prot1702_32_F.wang1624CR6S_16_R","Cryptomycota",6,64054,9.36709651231773e-05,"Eukaryota","18S",400,300,"Test"
"317","Prot1702_32_F.wang1624CR6S_16_R","Firmicutes",6,64054,9.36709651231773e-05,"Eukaryota","18S",400,300,"Test"
"318","Prot1702_32_F.wang1624CR6S_16_R","Fusobacteria",7,64054,0.000109282792643707,"Eukaryota","18S",400,300,"Test"
"319","Prot1702_32_F.wang1624CR6S_16_R","Microsporidia",3442,64054,0.0537359103256627,"Eukaryota","18S",400,300,"Test"
"320","Prot1702_32_F.wang1624CR6S_16_R","Mucoromycota",12951,64054,0.202188778218378,"Eukaryota","18S",400,300,"Test"
"321","Prot1702_32_F.wang1624CR6S_16_R","Nematoda",6154,64054,0.0960751865613389,"Eukaryota","18S",400,300,"Test"
"322","Prot1702_32_F.wang1624CR6S_16_R","Olpidiomycota",42,64054,0.000655696755862241,"Eukaryota","18S",400,300,"Test"
"323","Prot1702_32_F.wang1624CR6S_16_R","Platyhelminthes",208,64054,0.00324726012427015,"Eukaryota","18S",400,300,"Test"
"324","Prot1702_32_F.wang1624CR6S_16_R","Streptophyta",1498,64054,0.0233865176257533,"Eukaryota","18S",400,300,"Test"
"325","Prot1702_32_F.wang1624CR6S_16_R","Tardigrada",89,64054,0.00138945264932713,"Eukaryota","18S",400,300,"Test"
"326","Proti15_25_F.Proti440R_28_R","Apicomplexa",8062,71918,0.112099891543146,"Eukaryota","18S",400,300,"Test"
"327","Proti15_25_F.Proti440R_28_R","Arthropoda",1029,71918,0.0143079618454351,"Eukaryota","18S",400,300,"Test"
"328","Proti15_25_F.Proti440R_28_R","Ascomycota",5968,71918,0.0829833977585584,"Eukaryota","18S",400,300,"Test"
"329","Proti15_25_F.Proti440R_28_R","Basidiomycota",1484,71918,0.0206346116410356,"Eukaryota","18S",400,300,"Test"
"330","Proti15_25_F.Proti440R_28_R","Chlorophyta",3697,71918,0.0514057676798576,"Eukaryota","18S",400,300,"Test"
"331","Proti15_25_F.Proti440R_28_R","Chordata",30399,71918,0.422689729970244,"Eukaryota","18S",400,300,"Test"
"332","Proti15_25_F.Proti440R_28_R","Chytridiomycota",2,71918,2.78094496509914e-05,"Eukaryota","18S",400,300,"Test"
"333","Proti15_25_F.Proti440R_28_R","Cryptomycota",5,71918,6.95236241274785e-05,"Eukaryota","18S",400,300,"Test"
"334","Proti15_25_F.Proti440R_28_R","Mucoromycota",10187,71918,0.141647431797325,"Eukaryota","18S",400,300,"Test"
"335","Proti15_25_F.Proti440R_28_R","Nematoda",2085,71918,0.0289913512611585,"Eukaryota","18S",400,300,"Test"
"336","Proti15_25_F.Proti440R_28_R","Platyhelminthes",7449,71918,0.103576295225117,"Eukaryota","18S",400,300,"Test"
"337","Proti15_25_F.Proti440R_28_R","Rotifera",12,71918,0.000166856697905948,"Eukaryota","18S",400,300,"Test"
"338","Proti15_25_F.Proti440R_28_R","Streptophyta",1424,71918,0.0198003281515059,"Eukaryota","18S",400,300,"Test"
"339","Proti15_25_F.Proti440R_28_R","Tardigrada",112,71918,0.00155732918045552,"Eukaryota","18S",400,300,"Test"
"340","Proti15_25_F.Proti440R_28_R","Zoopagomycota",3,71918,4.17141744764871e-05,"Eukaryota","18S",400,300,"Test"
"341","Proti1580_33_F.wang1624CR6S_16_R","Apicomplexa",5641,20049,0.2813606663674,"Eukaryota","18S",600,500,"Test"
"342","Proti1580_33_F.wang1624CR6S_16_R","Arthropoda",299,20049,0.0149134620180558,"Eukaryota","18S",600,500,"Test"
"343","Proti1580_33_F.wang1624CR6S_16_R","Ascomycota",3743,20049,0.18669260312235,"Eukaryota","18S",600,500,"Test"
"344","Proti1580_33_F.wang1624CR6S_16_R","Basidiomycota",964,20049,0.0480821986133972,"Eukaryota","18S",600,500,"Test"
"345","Proti1580_33_F.wang1624CR6S_16_R","Chlorophyta",447,20049,0.0222953763279964,"Eukaryota","18S",600,500,"Test"
"346","Proti1580_33_F.wang1624CR6S_16_R","Chordata",6,20049,0.000299266796348945,"Eukaryota","18S",600,500,"Test"
"347","Proti1580_33_F.wang1624CR6S_16_R","Cryptomycota",9,20049,0.000448900194523418,"Eukaryota","18S",600,500,"Test"
"348","Proti1580_33_F.wang1624CR6S_16_R","Firmicutes",6,20049,0.000299266796348945,"Eukaryota","18S",600,500,"Test"
"349","Proti1580_33_F.wang1624CR6S_16_R","Microsporidia",13,20049,0.000648411392089381,"Eukaryota","18S",600,500,"Test"
"350","Proti1580_33_F.wang1624CR6S_16_R","Mollusca",3,20049,0.000149633398174473,"Eukaryota","18S",600,500,"Test"
"351","Proti1580_33_F.wang1624CR6S_16_R","Mucoromycota",4923,20049,0.245548406404309,"Eukaryota","18S",600,500,"Test"
"352","Proti1580_33_F.wang1624CR6S_16_R","Nematoda",2788,20049,0.139059304703476,"Eukaryota","18S",600,500,"Test"
"353","Proti1580_33_F.wang1624CR6S_16_R","Olpidiomycota",28,20049,0.00139657838296174,"Eukaryota","18S",600,500,"Test"
"354","Proti1580_33_F.wang1624CR6S_16_R","Platyhelminthes",294,20049,0.0146640730210983,"Eukaryota","18S",600,500,"Test"
"355","Proti1580_33_F.wang1624CR6S_16_R","Proteobacteria",9,20049,0.000448900194523418,"Eukaryota","18S",600,500,"Test"
"356","Proti1580_33_F.wang1624CR6S_16_R","Streptophyta",824,20049,0.0410993066985885,"Eukaryota","18S",600,500,"Test"
"357","Proti1580_33_F.wang1624CR6S_16_R","Tardigrada",49,20049,0.00244401217018305,"Eukaryota","18S",600,500,"Test"
"358","Proti1580_33_F.wang1624CR6S_16_R","Zoopagomycota",3,20049,0.000149633398174473,"Eukaryota","18S",600,500,"Test"
"359","Proti628_30_F.wang1141CR_14_R","Actinobacteria",219,4609,0.0475157300932957,"Eukaryota","18S",600,500,"Test"
"360","Proti628_30_F.wang1141CR_14_R","Apicomplexa",340,4609,0.0737687133868518,"Eukaryota","18S",600,500,"Test"
"361","Proti628_30_F.wang1141CR_14_R","Ascomycota",128,4609,0.0277717509221089,"Eukaryota","18S",600,500,"Test"
"362","Proti628_30_F.wang1141CR_14_R","Bacteroidetes",753,4609,0.163376003471469,"Eukaryota","18S",600,500,"Test"
"363","Proti628_30_F.wang1141CR_14_R","Basidiomycota",20,4609,0.00433933608157952,"Eukaryota","18S",600,500,"Test"
"364","Proti628_30_F.wang1141CR_14_R","Chordata",20,4609,0.00433933608157952,"Eukaryota","18S",600,500,"Test"
"365","Proti628_30_F.wang1141CR_14_R","Cryptomycota",1,4609,0.000216966804078976,"Eukaryota","18S",600,500,"Test"
"366","Proti628_30_F.wang1141CR_14_R","Firmicutes",2037,4609,0.441961379908874,"Eukaryota","18S",600,500,"Test"
"367","Proti628_30_F.wang1141CR_14_R","Mucoromycota",852,4609,0.184855717075287,"Eukaryota","18S",600,500,"Test"
"368","Proti628_30_F.wang1141CR_14_R","Nematoda",15,4609,0.00325450206118464,"Eukaryota","18S",600,500,"Test"
"369","Proti628_30_F.wang1141CR_14_R","Platyhelminthes",81,4609,0.017574311130397,"Eukaryota","18S",600,500,"Test"
"370","Proti628_30_F.wang1141CR_14_R","Proteobacteria",119,4609,0.0258190496853981,"Eukaryota","18S",600,500,"Test"
"371","Proti628_30_F.wang1141CR_14_R","Streptophyta",6,4609,0.00130180082447386,"Eukaryota","18S",600,500,"Test"
"372","Proti628_30_F.wang1141CR_14_R","Tenericutes",18,4609,0.00390540247342157,"Eukaryota","18S",600,500,"Test"
"373","Proti643_31_F.Proti1580R_32_R","Apicomplexa",1310,7443,0.176004299341663,"Eukaryota","18S",600,500,"Test"
"374","Proti643_31_F.Proti1580R_32_R","Arthropoda",13,7443,0.0017466075507188,"Eukaryota","18S",600,500,"Test"
"375","Proti643_31_F.Proti1580R_32_R","Ascomycota",258,7443,0.0346634421604192,"Eukaryota","18S",600,500,"Test"
"376","Proti643_31_F.Proti1580R_32_R","Basidiomycota",58,7443,0.0077925567647454,"Eukaryota","18S",600,500,"Test"
"377","Proti643_31_F.Proti1580R_32_R","Chlorophyta",8,7443,0.00107483541582695,"Eukaryota","18S",600,500,"Test"
"378","Proti643_31_F.Proti1580R_32_R","Microsporidia",32,7443,0.00429934166330781,"Eukaryota","18S",600,500,"Test"
"379","Proti643_31_F.Proti1580R_32_R","Mucoromycota",1966,7443,0.264140803439473,"Eukaryota","18S",600,500,"Test"
"380","Proti643_31_F.Proti1580R_32_R","Nematoda",3749,7443,0.503694746741905,"Eukaryota","18S",600,500,"Test"
"381","Proti643_31_F.Proti1580R_32_R","Platyhelminthes",41,7443,0.00550853150611313,"Eukaryota","18S",600,500,"Test"
"382","Proti643_31_F.Proti1580R_32_R","Tardigrada",8,7443,0.00107483541582695,"Eukaryota","18S",600,500,"Test"
"383","Proti643_31_F.wang1141CR_14_R","Apicomplexa",648,5405,0.119888991674376,"Eukaryota","18S",600,500,"Test"
"384","Proti643_31_F.wang1141CR_14_R","Arthropoda",256,5405,0.04736355226642,"Eukaryota","18S",600,500,"Test"
"385","Proti643_31_F.wang1141CR_14_R","Ascomycota",334,5405,0.0617946345975948,"Eukaryota","18S",600,500,"Test"
"386","Proti643_31_F.wang1141CR_14_R","Basidiomycota",80,5405,0.0148011100832562,"Eukaryota","18S",600,500,"Test"
"387","Proti643_31_F.wang1141CR_14_R","Chlorophyta",6,5405,0.00111008325624422,"Eukaryota","18S",600,500,"Test"
"388","Proti643_31_F.wang1141CR_14_R","Cryptomycota",65,5405,0.0120259019426457,"Eukaryota","18S",600,500,"Test"
"389","Proti643_31_F.wang1141CR_14_R","Mucoromycota",3722,5405,0.688621646623497,"Eukaryota","18S",600,500,"Test"
"390","Proti643_31_F.wang1141CR_14_R","Nematoda",115,5405,0.0212765957446809,"Eukaryota","18S",600,500,"Test"
"391","Proti643_31_F.wang1141CR_14_R","Platyhelminthes",179,5405,0.0331174838112858,"Eukaryota","18S",600,500,"Test"
"392","S2F_80_F.S3R_81_R","Streptophyta",33771,33771,1,"Viridiplantae","ITS1",500,400,"Test"
"393","wang1141_13_F.Nem_0425_6_3_R","Annelida",72,36957,0.00194821008198717,"Eukaryota","18S",400,300,"Test"
"394","wang1141_13_F.Nem_0425_6_3_R","Apicomplexa",16403,36957,0.443840138539384,"Eukaryota","18S",400,300,"Test"
"395","wang1141_13_F.Nem_0425_6_3_R","Arthropoda",1170,36957,0.0316584138322916,"Eukaryota","18S",400,300,"Test"
"396","wang1141_13_F.Nem_0425_6_3_R","Ascomycota",3890,36957,0.105257461374029,"Eukaryota","18S",400,300,"Test"
"397","wang1141_13_F.Nem_0425_6_3_R","Basidiomycota",3179,36957,0.0860188868144059,"Eukaryota","18S",400,300,"Test"
"398","wang1141_13_F.Nem_0425_6_3_R","Bryozoa",18,36957,0.000487052520496794,"Eukaryota","18S",400,300,"Test"
"399","wang1141_13_F.Nem_0425_6_3_R","Chlorophyta",3843,36957,0.103985713126065,"Eukaryota","18S",400,300,"Test"
"400","wang1141_13_F.Nem_0425_6_3_R","Chytridiomycota",55,36957,0.00148821603485131,"Eukaryota","18S",400,300,"Test"
"401","wang1141_13_F.Nem_0425_6_3_R","Microsporidia",33,36957,0.000892929620910788,"Eukaryota","18S",400,300,"Test"
"402","wang1141_13_F.Nem_0425_6_3_R","Mucoromycota",3461,36957,0.093649376302189,"Eukaryota","18S",400,300,"Test"
"403","wang1141_13_F.Nem_0425_6_3_R","Nematoda",2908,36957,0.0786860405335931,"Eukaryota","18S",400,300,"Test"
"404","wang1141_13_F.Nem_0425_6_3_R","Olpidiomycota",52,36957,0.00140704061476851,"Eukaryota","18S",400,300,"Test"
"405","wang1141_13_F.Nem_0425_6_3_R","Platyhelminthes",463,36957,0.012528073166112,"Eukaryota","18S",400,300,"Test"
"406","wang1141_13_F.Nem_0425_6_3_R","Rotifera",2,36957,5.41169467218659e-05,"Eukaryota","18S",400,300,"Test"
"407","wang1141_13_F.Nem_0425_6_3_R","Streptophyta",1401,36957,0.0379089211786671,"Eukaryota","18S",400,300,"Test"
"408","wang1141_13_F.Nem_0425_6_3_R","Zoopagomycota",7,36957,0.000189409313526531,"Eukaryota","18S",400,300,"Test"
"409","ZBJ_ArtF1c_67_F.ZBJ_ArtR2c_67_R","Arthropoda",995,995,1,"Eukaryota","COI",300,200,"Test"
