"","Primer_name","Reads","Genus","Total_reads","Relative_abundance","Target","Gen","Max","Min","Assay"
"1","16S.1100.F16_100_F.1492R_100_R",54,"Actinomyces",127275,0.000424278137890395,"Bacteria","16S",500,400,"Test"
"2","16S.1100.F16_100_F.1492R_100_R",137,"Agathobaculum",127275,0.00107640934983304,"Bacteria","16S",500,400,"Test"
"3","16S.1100.F16_100_F.1492R_100_R",12,"Alkalibacter",127275,9.428403064231e-05,"Bacteria","16S",500,400,"Test"
"4","16S.1100.F16_100_F.1492R_100_R",80,"Allobaculum",127275,0.000628560204282066,"Bacteria","16S",500,400,"Test"
"5","16S.1100.F16_100_F.1492R_100_R",11,"Alloprevotella",127275,8.64270280887841e-05,"Bacteria","16S",500,400,"Test"
"6","16S.1100.F16_100_F.1492R_100_R",3,"Amaricoccus",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"7","16S.1100.F16_100_F.1492R_100_R",1677,"Anaerobiospirillum",127275,0.0131761932822628,"Bacteria","16S",500,400,"Test"
"8","16S.1100.F16_100_F.1492R_100_R",6,"Anaerofilum",127275,4.7142015321155e-05,"Bacteria","16S",500,400,"Test"
"9","16S.1100.F16_100_F.1492R_100_R",135,"Anaerotignum",127275,0.00106069534472599,"Bacteria","16S",500,400,"Test"
"10","16S.1100.F16_100_F.1492R_100_R",23,"Angelakisella",127275,0.000180711058731094,"Bacteria","16S",500,400,"Test"
"11","16S.1100.F16_100_F.1492R_100_R",116,"Arthrobacter",127275,0.000911412296208996,"Bacteria","16S",500,400,"Test"
"12","16S.1100.F16_100_F.1492R_100_R",57,"Bacillus",127275,0.000447849145550972,"Bacteria","16S",500,400,"Test"
"13","16S.1100.F16_100_F.1492R_100_R",2813,"Bacteroides",127275,0.0221017481830682,"Bacteria","16S",500,400,"Test"
"14","16S.1100.F16_100_F.1492R_100_R",2110,"Bifidobacterium",127275,0.0165782753879395,"Bacteria","16S",500,400,"Test"
"15","16S.1100.F16_100_F.1492R_100_R",3529,"Blautia",127275,0.0277273620113927,"Bacteria","16S",500,400,"Test"
"16","16S.1100.F16_100_F.1492R_100_R",4,"Brachymonas",127275,3.14280102141033e-05,"Bacteria","16S",500,400,"Test"
"17","16S.1100.F16_100_F.1492R_100_R",23,"Brachyspira",127275,0.000180711058731094,"Bacteria","16S",500,400,"Test"
"18","16S.1100.F16_100_F.1492R_100_R",391,"Brochothrix",127275,0.0030720879984286,"Bacteria","16S",500,400,"Test"
"19","16S.1100.F16_100_F.1492R_100_R",1301,"Butyricicoccus",127275,0.0102219603221371,"Bacteria","16S",500,400,"Test"
"20","16S.1100.F16_100_F.1492R_100_R",218,"Butyrivibrio",127275,0.00171282655666863,"Bacteria","16S",500,400,"Test"
"21","16S.1100.F16_100_F.1492R_100_R",46,"Campylobacter",127275,0.000361422117462188,"Bacteria","16S",500,400,"Test"
"22","16S.1100.F16_100_F.1492R_100_R",6775,"Carnobacterium",127275,0.0532311923001375,"Bacteria","16S",500,400,"Test"
"23","16S.1100.F16_100_F.1492R_100_R",35,"Catenibacterium",127275,0.000274995089373404,"Bacteria","16S",500,400,"Test"
"24","16S.1100.F16_100_F.1492R_100_R",51,"Christensenella",127275,0.000400707130229817,"Bacteria","16S",500,400,"Test"
"25","16S.1100.F16_100_F.1492R_100_R",21,"Clostridioides",127275,0.000164997053624042,"Bacteria","16S",500,400,"Test"
"26","16S.1100.F16_100_F.1492R_100_R",57107,"Clostridium",127275,0.4486898448242,"Bacteria","16S",500,400,"Test"
"27","16S.1100.F16_100_F.1492R_100_R",609,"Collinsella",127275,0.00478491455509723,"Bacteria","16S",500,400,"Test"
"28","16S.1100.F16_100_F.1492R_100_R",19,"Congobacterium",127275,0.000149283048516991,"Bacteria","16S",500,400,"Test"
"29","16S.1100.F16_100_F.1492R_100_R",18,"Corynebacterium",127275,0.000141426045963465,"Bacteria","16S",500,400,"Test"
"30","16S.1100.F16_100_F.1492R_100_R",4,"Desulfovibrio",127275,3.14280102141033e-05,"Bacteria","16S",500,400,"Test"
"31","16S.1100.F16_100_F.1492R_100_R",208,"Dorea",127275,0.00163425653113337,"Bacteria","16S",500,400,"Test"
"32","16S.1100.F16_100_F.1492R_100_R",5979,"Enterococcus",127275,0.0469770182675309,"Bacteria","16S",500,400,"Test"
"33","16S.1100.F16_100_F.1492R_100_R",3,"Erysipelothrix",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"34","16S.1100.F16_100_F.1492R_100_R",7,"Escherichia",127275,5.49990178746808e-05,"Bacteria","16S",500,400,"Test"
"35","16S.1100.F16_100_F.1492R_100_R",66,"Eubacterium",127275,0.000518562168532705,"Bacteria","16S",500,400,"Test"
"36","16S.1100.F16_100_F.1492R_100_R",1263,"Faecalibacterium",127275,0.00992339422510312,"Bacteria","16S",500,400,"Test"
"37","16S.1100.F16_100_F.1492R_100_R",39,"Faecalimonas",127275,0.000306423099587507,"Bacteria","16S",500,400,"Test"
"38","16S.1100.F16_100_F.1492R_100_R",551,"Flexispira",127275,0.00432920840699273,"Bacteria","16S",500,400,"Test"
"39","16S.1100.F16_100_F.1492R_100_R",27,"Fournierella",127275,0.000212139068945197,"Bacteria","16S",500,400,"Test"
"40","16S.1100.F16_100_F.1492R_100_R",31,"Fusicatenibacter",127275,0.000243567079159301,"Bacteria","16S",500,400,"Test"
"41","16S.1100.F16_100_F.1492R_100_R",31,"Fusobacterium",127275,0.000243567079159301,"Bacteria","16S",500,400,"Test"
"42","16S.1100.F16_100_F.1492R_100_R",1365,"Gemmiger",127275,0.0107248084855628,"Bacteria","16S",500,400,"Test"
"43","16S.1100.F16_100_F.1492R_100_R",43,"Glucerabacter",127275,0.000337851109801611,"Bacteria","16S",500,400,"Test"
"44","16S.1100.F16_100_F.1492R_100_R",31,"Hathewaya",127275,0.000243567079159301,"Bacteria","16S",500,400,"Test"
"45","16S.1100.F16_100_F.1492R_100_R",868,"Helicobacter",127275,0.00681987821646042,"Bacteria","16S",500,400,"Test"
"46","16S.1100.F16_100_F.1492R_100_R",76,"Holdemanella",127275,0.000597132194067963,"Bacteria","16S",500,400,"Test"
"47","16S.1100.F16_100_F.1492R_100_R",48,"Howardella",127275,0.00037713612256924,"Bacteria","16S",500,400,"Test"
"48","16S.1100.F16_100_F.1492R_100_R",1038,"Ignatzschineria",127275,0.00815556865055981,"Bacteria","16S",500,400,"Test"
"49","16S.1100.F16_100_F.1492R_100_R",178,"Intestinibacillus",127275,0.0013985464545276,"Bacteria","16S",500,400,"Test"
"50","16S.1100.F16_100_F.1492R_100_R",10,"Intestinimonas",127275,7.85700255352583e-05,"Bacteria","16S",500,400,"Test"
"51","16S.1100.F16_100_F.1492R_100_R",209,"Kurthia",127275,0.0016421135336869,"Bacteria","16S",500,400,"Test"
"52","16S.1100.F16_100_F.1492R_100_R",574,"Lachnoclostridium",127275,0.00450991946572383,"Bacteria","16S",500,400,"Test"
"53","16S.1100.F16_100_F.1492R_100_R",12667,"Lactobacillus",127275,0.0995246513455117,"Bacteria","16S",500,400,"Test"
"54","16S.1100.F16_100_F.1492R_100_R",28,"Lactococcus",127275,0.000219996071498723,"Bacteria","16S",500,400,"Test"
"55","16S.1100.F16_100_F.1492R_100_R",28,"Lawsonibacter",127275,0.000219996071498723,"Bacteria","16S",500,400,"Test"
"56","16S.1100.F16_100_F.1492R_100_R",2,"Leucobacter",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"57","16S.1100.F16_100_F.1492R_100_R",299,"Leuconostoc",127275,0.00234924376350422,"Bacteria","16S",500,400,"Test"
"58","16S.1100.F16_100_F.1492R_100_R",8,"Listeria",127275,6.28560204282066e-05,"Bacteria","16S",500,400,"Test"
"59","16S.1100.F16_100_F.1492R_100_R",241,"Lysinibacillus",127275,0.00189353761539972,"Bacteria","16S",500,400,"Test"
"60","16S.1100.F16_100_F.1492R_100_R",3,"Macrococcus",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"61","16S.1100.F16_100_F.1492R_100_R",36,"Mediterranea",127275,0.00028285209192693,"Bacteria","16S",500,400,"Test"
"62","16S.1100.F16_100_F.1492R_100_R",47,"Megamonas",127275,0.000369279120015714,"Bacteria","16S",500,400,"Test"
"63","16S.1100.F16_100_F.1492R_100_R",30,"Moellerella",127275,0.000235710076605775,"Bacteria","16S",500,400,"Test"
"64","16S.1100.F16_100_F.1492R_100_R",3,"Monoglobus",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"65","16S.1100.F16_100_F.1492R_100_R",197,"Morganella",127275,0.00154782950304459,"Bacteria","16S",500,400,"Test"
"66","16S.1100.F16_100_F.1492R_100_R",103,"Muribaculum",127275,0.00080927126301316,"Bacteria","16S",500,400,"Test"
"67","16S.1100.F16_100_F.1492R_100_R",1070,"Negativibacillus",127275,0.00840699273227264,"Bacteria","16S",500,400,"Test"
"68","16S.1100.F16_100_F.1492R_100_R",15,"Niameybacter",127275,0.000117855038302887,"Bacteria","16S",500,400,"Test"
"69","16S.1100.F16_100_F.1492R_100_R",2,"Ochrobactrum",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"70","16S.1100.F16_100_F.1492R_100_R",65,"Odoribacter",127275,0.000510705165979179,"Bacteria","16S",500,400,"Test"
"71","16S.1100.F16_100_F.1492R_100_R",2,"Oxalicibacterium",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"72","16S.1100.F16_100_F.1492R_100_R",2,"Paenibacillus",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"73","16S.1100.F16_100_F.1492R_100_R",1768,"Paeniclostridium",127275,0.0138911805146337,"Bacteria","16S",500,400,"Test"
"74","16S.1100.F16_100_F.1492R_100_R",69,"Parabacteroides",127275,0.000542133176193282,"Bacteria","16S",500,400,"Test"
"75","16S.1100.F16_100_F.1492R_100_R",10,"Parasutterella",127275,7.85700255352583e-05,"Bacteria","16S",500,400,"Test"
"76","16S.1100.F16_100_F.1492R_100_R",147,"Pasteurella",127275,0.0011549793753683,"Bacteria","16S",500,400,"Test"
"77","16S.1100.F16_100_F.1492R_100_R",493,"Peptococcus",127275,0.00387350225888823,"Bacteria","16S",500,400,"Test"
"78","16S.1100.F16_100_F.1492R_100_R",19,"Peptoniphilus",127275,0.000149283048516991,"Bacteria","16S",500,400,"Test"
"79","16S.1100.F16_100_F.1492R_100_R",1765,"Peptostreptococcus",127275,0.0138676095069731,"Bacteria","16S",500,400,"Test"
"80","16S.1100.F16_100_F.1492R_100_R",2,"Petroclostridium",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"81","16S.1100.F16_100_F.1492R_100_R",5,"Phascolarctobacterium",127275,3.92850127676292e-05,"Bacteria","16S",500,400,"Test"
"82","16S.1100.F16_100_F.1492R_100_R",3,"Phocea",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"83","16S.1100.F16_100_F.1492R_100_R",4,"Prasiola",127275,3.14280102141033e-05,"Bacteria","16S",500,400,"Test"
"84","16S.1100.F16_100_F.1492R_100_R",1375,"Prevotellamassilia",127275,0.010803378511098,"Bacteria","16S",500,400,"Test"
"85","16S.1100.F16_100_F.1492R_100_R",18,"Proteus",127275,0.000141426045963465,"Bacteria","16S",500,400,"Test"
"86","16S.1100.F16_100_F.1492R_100_R",331,"Pseudobutyrivibrio",127275,0.00260066784521705,"Bacteria","16S",500,400,"Test"
"87","16S.1100.F16_100_F.1492R_100_R",3,"Pseudochrobactrum",127275,2.35710076605775e-05,"Bacteria","16S",500,400,"Test"
"88","16S.1100.F16_100_F.1492R_100_R",462,"Pseudomonas",127275,0.00362993517972893,"Bacteria","16S",500,400,"Test"
"89","16S.1100.F16_100_F.1492R_100_R",323,"Psychrobacter",127275,0.00253781182478884,"Bacteria","16S",500,400,"Test"
"90","16S.1100.F16_100_F.1492R_100_R",15,"Robinsoniella",127275,0.000117855038302887,"Bacteria","16S",500,400,"Test"
"91","16S.1100.F16_100_F.1492R_100_R",39,"Rodentibacter",127275,0.000306423099587507,"Bacteria","16S",500,400,"Test"
"92","16S.1100.F16_100_F.1492R_100_R",2342,"Romboutsia",127275,0.0184010999803575,"Bacteria","16S",500,400,"Test"
"93","16S.1100.F16_100_F.1492R_100_R",163,"Roseburia",127275,0.00128069141622471,"Bacteria","16S",500,400,"Test"
"94","16S.1100.F16_100_F.1492R_100_R",5738,"Ruminococcus",127275,0.0450834806521312,"Bacteria","16S",500,400,"Test"
"95","16S.1100.F16_100_F.1492R_100_R",235,"Ruthenibacterium",127275,0.00184639560007857,"Bacteria","16S",500,400,"Test"
"96","16S.1100.F16_100_F.1492R_100_R",203,"Serratia",127275,0.00159497151836574,"Bacteria","16S",500,400,"Test"
"97","16S.1100.F16_100_F.1492R_100_R",245,"Staphylococcus",127275,0.00192496562561383,"Bacteria","16S",500,400,"Test"
"98","16S.1100.F16_100_F.1492R_100_R",2,"Stenotrophomonas",127275,1.57140051070517e-05,"Bacteria","16S",500,400,"Test"
"99","16S.1100.F16_100_F.1492R_100_R",1253,"Streptococcus",127275,0.00984482419956786,"Bacteria","16S",500,400,"Test"
"100","16S.1100.F16_100_F.1492R_100_R",101,"Succinivibrio",127275,0.000793557257906109,"Bacteria","16S",500,400,"Test"
"101","16S.1100.F16_100_F.1492R_100_R",207,"Sutterella",127275,0.00162639952857985,"Bacteria","16S",500,400,"Test"
"102","16S.1100.F16_100_F.1492R_100_R",178,"Terrisporobacter",127275,0.0013985464545276,"Bacteria","16S",500,400,"Test"
"103","16S.1100.F16_100_F.1492R_100_R",159,"Tyzzerella",127275,0.00124926340601061,"Bacteria","16S",500,400,"Test"
"104","16S.1100.F16_100_F.1492R_100_R",8,"Urmitella",127275,6.28560204282066e-05,"Bacteria","16S",500,400,"Test"
"105","16S.1100.F16_100_F.1492R_100_R",4418,"Vagococcus",127275,0.0347122372814771,"Bacteria","16S",500,400,"Test"
"106","16S.1100.F16_100_F.1492R_100_R",204,"Weissella",127275,0.00160282852091927,"Bacteria","16S",500,400,"Test"
"107","16S.1100.F16_100_F.1492R_100_R",90,"Wohlfahrtiimonas",127275,0.000707130229817325,"Bacteria","16S",500,400,"Test"
"108","16SA_L_110_F.16SB_H_110_R",97,"Canis",32487,0.00298580970849878,"Amphibia","16S",600,500,"Fox_Raccoon"
"109","16SA_L_110_F.16SB_H_110_R",5,"Micromys",32487,0.000153907716932927,"Amphibia","16S",600,500,"Fox_Raccoon"
"110","16SA_L_110_F.16SB_H_110_R",13,"Microtus",32487,0.00040016006402561,"Amphibia","16S",600,500,"Fox_Raccoon"
"111","16SA_L_110_F.16SB_H_110_R",12,"Rattus",32487,0.000369378520639025,"Amphibia","16S",600,500,"Fox_Raccoon"
"112","16SA_L_110_F.16SB_H_110_R",44,"Sundamys",32487,0.00135438790900976,"Amphibia","16S",600,500,"Fox_Raccoon"
"113","16SA_L_110_F.16SB_H_110_R",32316,"Vulpes",32487,0.994736356080894,"Amphibia","16S",600,500,"Fox_Raccoon"
"114","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",41,"Acanthamoeba",80290,0.000510648897745672,"Eukaryota","18S",400,300,"Test"
"115","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",25,"Acarus",80290,0.000311371279113215,"Eukaryota","18S",400,300,"Test"
"116","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",124,"Acremonium",80290,0.00154440154440154,"Eukaryota","18S",400,300,"Test"
"117","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",189,"Acrostalagmus",80290,0.0023539668700959,"Eukaryota","18S",400,300,"Test"
"118","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",437,"Adelina",80290,0.00544276995889899,"Eukaryota","18S",400,300,"Test"
"119","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",212,"Allantion",80290,0.00264042844688006,"Eukaryota","18S",400,300,"Test"
"120","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",6,"Amoebidium",80290,7.47291069871715e-05,"Eukaryota","18S",400,300,"Test"
"121","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",16,"Anurofeca",80290,0.000199277618632457,"Eukaryota","18S",400,300,"Test"
"122","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2140,"Apatococcus",80290,0.0266533814920912,"Eukaryota","18S",400,300,"Test"
"123","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",233,"Aphanoascus",80290,0.00290198032133516,"Eukaryota","18S",400,300,"Test"
"124","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",227,"Apiotrichum",80290,0.00282725121434799,"Eukaryota","18S",400,300,"Test"
"125","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",39,"Arachniotus",80290,0.000485739195416615,"Eukaryota","18S",400,300,"Test"
"126","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",287,"Arachnomyces",80290,0.0035745422842197,"Eukaryota","18S",400,300,"Test"
"127","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",79,"Arcuospathidium",80290,0.000983933241997758,"Eukaryota","18S",400,300,"Test"
"128","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",51,"Arthrinium",80290,0.000635197409390958,"Eukaryota","18S",400,300,"Test"
"129","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",37,"Ascobolus",80290,0.000460829493087558,"Eukaryota","18S",400,300,"Test"
"130","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",5,"Aureoboletus",80290,6.22742558226429e-05,"Eukaryota","18S",400,300,"Test"
"131","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",33,"Barnettozyma",80290,0.000411010088429443,"Eukaryota","18S",400,300,"Test"
"132","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",105,"Blyttiomyces",80290,0.0013077593722755,"Eukaryota","18S",400,300,"Test"
"133","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",171,"Bodomorpha",80290,0.00212977954913439,"Eukaryota","18S",400,300,"Test"
"134","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",118,"Bracteacoccus",80290,0.00146967243741437,"Eukaryota","18S",400,300,"Test"
"135","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",132,"Byssoascus",80290,0.00164404035371777,"Eukaryota","18S",400,300,"Test"
"136","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2491,"Candida",80290,0.0310250342508407,"Eukaryota","18S",400,300,"Test"
"137","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",21,"Capsellina",80290,0.0002615518744551,"Eukaryota","18S",400,300,"Test"
"138","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",64,"Cephalotheca",80290,0.000797110474529829,"Eukaryota","18S",400,300,"Test"
"139","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",716,"Cephalotrichum",80290,0.00891767343380247,"Eukaryota","18S",400,300,"Test"
"140","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",105,"Cercomonas",80290,0.0013077593722755,"Eukaryota","18S",400,300,"Test"
"141","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",6,"Chaetomium",80290,7.47291069871715e-05,"Eukaryota","18S",400,300,"Test"
"142","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",16,"Chalazion",80290,0.000199277618632457,"Eukaryota","18S",400,300,"Test"
"143","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",113,"Chlamydomonas",80290,0.00140739818159173,"Eukaryota","18S",400,300,"Test"
"144","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",4,"Chloranthus",80290,4.98194046581143e-05,"Eukaryota","18S",400,300,"Test"
"145","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2,"Chlorellidium",80290,2.49097023290572e-05,"Eukaryota","18S",400,300,"Test"
"146","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",140,"Chloroidium",80290,0.001743679163034,"Eukaryota","18S",400,300,"Test"
"147","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",117,"Chloromonas",80290,0.00145721758624984,"Eukaryota","18S",400,300,"Test"
"148","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",99,"Cladophialophora",80290,0.00123303026528833,"Eukaryota","18S",400,300,"Test"
"149","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",7,"Claroideoglomus",80290,8.71839581517001e-05,"Eukaryota","18S",400,300,"Test"
"150","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",969,"Clonorchis",80290,0.0120687507784282,"Eukaryota","18S",400,300,"Test"
"151","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",62,"Clonostachys",80290,0.000772200772200772,"Eukaryota","18S",400,300,"Test"
"152","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",46,"Coelastrella",80290,0.000572923153568315,"Eukaryota","18S",400,300,"Test"
"153","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",78,"Collophora",80290,0.00097147839083323,"Eukaryota","18S",400,300,"Test"
"154","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",170,"Colpoda",80290,0.00211732469796986,"Eukaryota","18S",400,300,"Test"
"155","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",53,"Conidiobolus",80290,0.000660107111720015,"Eukaryota","18S",400,300,"Test"
"156","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",329,"Coniochaeta",80290,0.0040976460331299,"Eukaryota","18S",400,300,"Test"
"157","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",19,"Connersia",80290,0.000236642172126043,"Eukaryota","18S",400,300,"Test"
"158","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",7,"Cryomyces",80290,8.71839581517001e-05,"Eukaryota","18S",400,300,"Test"
"159","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",9,"Cryothecomonas",80290,0.000112093660480757,"Eukaryota","18S",400,300,"Test"
"160","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",8,"Cryptococcus",80290,9.96388093162287e-05,"Eukaryota","18S",400,300,"Test"
"161","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",139,"Cryptophialoidea",80290,0.00173122431186947,"Eukaryota","18S",400,300,"Test"
"162","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",646,"Cryptosporidium",80290,0.00804583385228546,"Eukaryota","18S",400,300,"Test"
"163","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",12,"Cyathocotyle",80290,0.000149458213974343,"Eukaryota","18S",400,300,"Test"
"164","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",980,"Cyniclomyces",80290,0.012205754141238,"Eukaryota","18S",400,300,"Test"
"165","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2,"Cyperus",80290,2.49097023290572e-05,"Eukaryota","18S",400,300,"Test"
"166","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",1301,"Cystofilobasidium",80290,0.0162037613650517,"Eukaryota","18S",400,300,"Test"
"167","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",1822,"Cystoisospora",80290,0.0226927388217711,"Eukaryota","18S",400,300,"Test"
"168","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",26,"Darbyshirella",80290,0.000323826130277743,"Eukaryota","18S",400,300,"Test"
"169","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",5,"Dictyamoeba",80290,6.22742558226429e-05,"Eukaryota","18S",400,300,"Test"
"170","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",25,"Dictyochloropsis",80290,0.000311371279113215,"Eukaryota","18S",400,300,"Test"
"171","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",4,"Dioszegia",80290,4.98194046581143e-05,"Eukaryota","18S",400,300,"Test"
"172","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",16,"Dipodascopsis",80290,0.000199277618632457,"Eukaryota","18S",400,300,"Test"
"173","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2,"Dipodascus",80290,2.49097023290572e-05,"Eukaryota","18S",400,300,"Test"
"174","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",200,"Dothiora",80290,0.00249097023290572,"Eukaryota","18S",400,300,"Test"
"175","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",84,"Eimeria",80290,0.0010462074978204,"Eukaryota","18S",400,300,"Test"
"176","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",6,"Endogone",80290,7.47291069871715e-05,"Eukaryota","18S",400,300,"Test"
"177","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",86,"Entoloma",80290,0.00107111720014946,"Eukaryota","18S",400,300,"Test"
"178","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",49,"Eocercomonas",80290,0.000610287707061901,"Eukaryota","18S",400,300,"Test"
"179","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",58,"Epibryon",80290,0.000722381367542658,"Eukaryota","18S",400,300,"Test"
"180","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",38,"Erysiphe",80290,0.000473284344252086,"Eukaryota","18S",400,300,"Test"
"181","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",26,"Exophiala",80290,0.000323826130277743,"Eukaryota","18S",400,300,"Test"
"182","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",50,"Filobasidium",80290,0.000622742558226429,"Eukaryota","18S",400,300,"Test"
"183","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",15,"Fisculla",80290,0.000186822767467929,"Eukaryota","18S",400,300,"Test"
"184","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",11,"Furia",80290,0.000137003362809814,"Eukaryota","18S",400,300,"Test"
"185","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",102,"Fusarium",80290,0.00127039481878192,"Eukaryota","18S",400,300,"Test"
"186","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",264,"Galactomyces",80290,0.00328808070743555,"Eukaryota","18S",400,300,"Test"
"187","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",17,"Ganoderma",80290,0.000211732469796986,"Eukaryota","18S",400,300,"Test"
"188","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",727,"Geastrum",80290,0.00905467679661228,"Eukaryota","18S",400,300,"Test"
"189","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",59,"Gonostomum",80290,0.000734836218707186,"Eukaryota","18S",400,300,"Test"
"190","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",252,"Gregarina",80290,0.0031386224934612,"Eukaryota","18S",400,300,"Test"
"191","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",138,"Gymnascella",80290,0.00171876946070494,"Eukaryota","18S",400,300,"Test"
"192","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",28,"Haematococcus",80290,0.0003487358326068,"Eukaryota","18S",400,300,"Test"
"193","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",5,"Halteria",80290,6.22742558226429e-05,"Eukaryota","18S",400,300,"Test"
"194","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",2602,"Hammondia",80290,0.0324075227301034,"Eukaryota","18S",400,300,"Test"
"195","18S_0067a_deg_3Mod_53_F.NSR399_3Mod_53_R",1414,"Hanseniaspora",80290,0.0176111595466434,"Eukaryota","18S",400,300,"Test"
