"","Primer_name","Family","Reads","Total_reads","Relative_abundance","Target","Gen","Max","Min","Assay"
"738","F1073_101_F.1492R_100_R","Chlorellaceae",3,51789,5.7927359091699e-05,"Bacteria","16S",500,400,"Test"
"739","F1073_101_F.1492R_100_R","Christensenellaceae",154,51789,0.00297360443337388,"Bacteria","16S",500,400,"Test"
"740","F1073_101_F.1492R_100_R","Clostridiaceae",2141,51789,0.0413408252717759,"Bacteria","16S",500,400,"Test"
"741","F1073_101_F.1492R_100_R","Clostridiales Family XIII. Incertae Sedis",47,51789,0.000907528625769951,"Bacteria","16S",500,400,"Test"
"742","F1073_101_F.1492R_100_R","Coriobacteriaceae",5069,51789,0.0978779277452741,"Bacteria","16S",500,400,"Test"
"743","F1073_101_F.1492R_100_R","Coxiellaceae",15,51789,0.000289636795458495,"Bacteria","16S",500,400,"Test"
"744","F1073_101_F.1492R_100_R","Deferribacteraceae",15,51789,0.000289636795458495,"Bacteria","16S",500,400,"Test"
"745","F1073_101_F.1492R_100_R","Desulfovibrionaceae",69,51789,0.00133232925910908,"Bacteria","16S",500,400,"Test"
"746","F1073_101_F.1492R_100_R","Eggerthellaceae",17,51789,0.000328255034852961,"Bacteria","16S",500,400,"Test"
"747","F1073_101_F.1492R_100_R","Enterococcaceae",5542,51789,0.107011141362065,"Bacteria","16S",500,400,"Test"
"748","F1073_101_F.1492R_100_R","Erysipelotrichaceae",139,51789,0.00268396763791539,"Bacteria","16S",500,400,"Test"
"749","F1073_101_F.1492R_100_R","Eubacteriaceae",501,51789,0.00967386896831374,"Bacteria","16S",500,400,"Test"
"750","F1073_101_F.1492R_100_R","Fusobacteriaceae",325,51789,0.00627546390160073,"Bacteria","16S",500,400,"Test"
"751","F1073_101_F.1492R_100_R","Helicobacteraceae",561,51789,0.0108324161501477,"Bacteria","16S",500,400,"Test"
"752","F1073_101_F.1492R_100_R","Lachnospiraceae",16210,51789,0.313000830292147,"Bacteria","16S",500,400,"Test"
"753","F1073_101_F.1492R_100_R","Lactobacillaceae",2539,51789,0.0490258549112746,"Bacteria","16S",500,400,"Test"
"754","F1073_101_F.1492R_100_R","Leuconostocaceae",75,51789,0.00144818397729248,"Bacteria","16S",500,400,"Test"
"755","F1073_101_F.1492R_100_R","Listeriaceae",1,51789,1.9309119697233e-05,"Bacteria","16S",500,400,"Test"
"756","F1073_101_F.1492R_100_R","Microbacteriaceae",3,51789,5.7927359091699e-05,"Bacteria","16S",500,400,"Test"
"757","F1073_101_F.1492R_100_R","Micrococcaceae",18,51789,0.000347564154550194,"Bacteria","16S",500,400,"Test"
"758","F1073_101_F.1492R_100_R","Moraxellaceae",15,51789,0.000289636795458495,"Bacteria","16S",500,400,"Test"
"759","F1073_101_F.1492R_100_R","Morganellaceae",21,51789,0.000405491513641893,"Bacteria","16S",500,400,"Test"
"760","F1073_101_F.1492R_100_R","Muribaculaceae",73,51789,0.00140956573789801,"Bacteria","16S",500,400,"Test"
"761","F1073_101_F.1492R_100_R","Odoribacteraceae",28,51789,0.000540655351522524,"Bacteria","16S",500,400,"Test"
"762","F1073_101_F.1492R_100_R","Oscillospiraceae",23,51789,0.000444109753036359,"Bacteria","16S",500,400,"Test"
"763","F1073_101_F.1492R_100_R","Pasteurellaceae",625,51789,0.0120681998107706,"Bacteria","16S",500,400,"Test"
"764","F1073_101_F.1492R_100_R","Peptococcaceae",3074,51789,0.0593562339492942,"Bacteria","16S",500,400,"Test"
"765","F1073_101_F.1492R_100_R","Peptoniphilaceae",41,51789,0.000791673907586553,"Bacteria","16S",500,400,"Test"
"766","F1073_101_F.1492R_100_R","Peptostreptococcaceae",1491,51789,0.0287898974685744,"Bacteria","16S",500,400,"Test"
"767","F1073_101_F.1492R_100_R","Porphyromonadaceae",28,51789,0.000540655351522524,"Bacteria","16S",500,400,"Test"
"768","F1073_101_F.1492R_100_R","Prevotellaceae",732,51789,0.0141342756183746,"Bacteria","16S",500,400,"Test"
"769","F1073_101_F.1492R_100_R","Rikenellaceae",2,51789,3.8618239394466e-05,"Bacteria","16S",500,400,"Test"
"770","F1073_101_F.1492R_100_R","Ruminococcaceae",4617,51789,0.0891502056421248,"Bacteria","16S",500,400,"Test"
"771","F1073_101_F.1492R_100_R","Selenomonadaceae",378,51789,0.00729884724555408,"Bacteria","16S",500,400,"Test"
"772","F1073_101_F.1492R_100_R","Staphylococcaceae",26,51789,0.000502037112128058,"Bacteria","16S",500,400,"Test"
"773","F1073_101_F.1492R_100_R","Streptococcaceae",2225,51789,0.0429627913263434,"Bacteria","16S",500,400,"Test"
"774","F1073_101_F.1492R_100_R","Succinivibrionaceae",657,51789,0.0126860916410821,"Bacteria","16S",500,400,"Test"
"775","F1073_101_F.1492R_100_R","Sutterellaceae",45,51789,0.000868910386375485,"Bacteria","16S",500,400,"Test"
"776","F1073_101_F.1492R_100_R","Tannerellaceae",19,51789,0.000366873274247427,"Bacteria","16S",500,400,"Test"
"777","F1073_101_F.1492R_100_R","Tissierellaceae",6,51789,0.000115854718183398,"Bacteria","16S",500,400,"Test"
"778","F1073_101_F.1492R_100_R","Veillonellaceae",59,51789,0.00113923806213675,"Bacteria","16S",500,400,"Test"
"779","F1073_101_F.1492R_100_R","Xanthomonadaceae",67,51789,0.00129371101971461,"Bacteria","16S",500,400,"Test"
"780","F52_69_F.R193_69_R","Araliaceae",9,28705,0.000313534227486501,"Viridiplantae","rbcL",200,100,"Test"
"781","F52_69_F.R193_69_R","Asteraceae",1562,28705,0.0544156070371015,"Viridiplantae","rbcL",200,100,"Test"
"782","F52_69_F.R193_69_R","Cornaceae",1955,28705,0.0681066016373454,"Viridiplantae","rbcL",200,100,"Test"
"783","F52_69_F.R193_69_R","Fabaceae",1211,28705,0.042187772165128,"Viridiplantae","rbcL",200,100,"Test"
"784","F52_69_F.R193_69_R","Fagaceae",10225,28705,0.356209719561052,"Viridiplantae","rbcL",200,100,"Test"
"785","F52_69_F.R193_69_R","Hydrangeaceae",809,28705,0.0281832433373977,"Viridiplantae","rbcL",200,100,"Test"
"786","F52_69_F.R193_69_R","Juglandaceae",3169,28705,0.110398885211636,"Viridiplantae","rbcL",200,100,"Test"
"787","F52_69_F.R193_69_R","Mniaceae",456,28705,0.0158857341926494,"Viridiplantae","rbcL",200,100,"Test"
"788","F52_69_F.R193_69_R","Onagraceae",118,28705,0.0041107820937119,"Viridiplantae","rbcL",200,100,"Test"
"789","F52_69_F.R193_69_R","Pinaceae",1475,28705,0.0513847761713987,"Viridiplantae","rbcL",200,100,"Test"
"790","F52_69_F.R193_69_R","Poaceae",19,28705,0.00066190559136039,"Viridiplantae","rbcL",200,100,"Test"
"791","F52_69_F.R193_69_R","Rosaceae",3300,28705,0.114962550078384,"Viridiplantae","rbcL",200,100,"Test"
"792","F52_69_F.R193_69_R","Salicaceae",118,28705,0.0041107820937119,"Viridiplantae","rbcL",200,100,"Test"
"793","F52_69_F.R193_69_R","Sapindaceae",1820,28705,0.0634035882250479,"Viridiplantae","rbcL",200,100,"Test"
"794","F52_69_F.R193_69_R","Taxaceae",1876,28705,0.0653544678627417,"Viridiplantae","rbcL",200,100,"Test"
"795","F52_69_F.R193_69_R","Ulmaceae",583,28705,0.0203100505138478,"Viridiplantae","rbcL",200,100,"Test"
"796","fwhF2_106_F.fwhR2n_106_R","Achipteriidae",33,9036,0.00365205843293493,"Eukaryota","COI",300,200,"Fox_Raccoon"
"797","fwhF2_106_F.fwhR2n_106_R","Ancylostomatidae",33,9036,0.00365205843293493,"Eukaryota","COI",300,200,"Fox_Raccoon"
"798","fwhF2_106_F.fwhR2n_106_R","Angiostrongylidae",468,9036,0.051792828685259,"Eukaryota","COI",300,200,"Fox_Raccoon"
"799","fwhF2_106_F.fwhR2n_106_R","Anthocoridae",71,9036,0.00785745905267818,"Eukaryota","COI",300,200,"Fox_Raccoon"
"800","fwhF2_106_F.fwhR2n_106_R","Arthrodermataceae",47,9036,0.00520141655599823,"Eukaryota","COI",300,200,"Fox_Raccoon"
"801","fwhF2_106_F.fwhR2n_106_R","Brachybasidiaceae",1124,9036,0.124391323594511,"Eukaryota","COI",300,200,"Fox_Raccoon"
"802","fwhF2_106_F.fwhR2n_106_R","Calliphoridae",253,9036,0.0279991146525011,"Eukaryota","COI",300,200,"Fox_Raccoon"
"803","fwhF2_106_F.fwhR2n_106_R","Cecidomyiidae",195,9036,0.0215803452855246,"Eukaryota","COI",300,200,"Fox_Raccoon"
"804","fwhF2_106_F.fwhR2n_106_R","Chaetomiaceae",12,9036,0.00132802124833997,"Eukaryota","COI",300,200,"Fox_Raccoon"
"805","fwhF2_106_F.fwhR2n_106_R","Chironomidae",114,9036,0.0126162018592297,"Eukaryota","COI",300,200,"Fox_Raccoon"
"806","fwhF2_106_F.fwhR2n_106_R","Chrysomelidae",7,9036,0.000774679061531651,"Eukaryota","COI",300,200,"Fox_Raccoon"
"807","fwhF2_106_F.fwhR2n_106_R","Cladosporiaceae",1,9036,0.000110668437361664,"Eukaryota","COI",300,200,"Fox_Raccoon"
"808","fwhF2_106_F.fwhR2n_106_R","Clavariaceae",74,9036,0.00818946436476317,"Eukaryota","COI",300,200,"Fox_Raccoon"
"809","fwhF2_106_F.fwhR2n_106_R","Didemnidae",338,9036,0.0374059318282426,"Eukaryota","COI",300,200,"Fox_Raccoon"
"810","fwhF2_106_F.fwhR2n_106_R","Empididae",120,9036,0.0132802124833997,"Eukaryota","COI",300,200,"Fox_Raccoon"
"811","fwhF2_106_F.fwhR2n_106_R","Enchytraeidae",1,9036,0.000110668437361664,"Eukaryota","COI",300,200,"Fox_Raccoon"
"812","fwhF2_106_F.fwhR2n_106_R","Eriophyidae",21,9036,0.00232403718459495,"Eukaryota","COI",300,200,"Fox_Raccoon"
"813","fwhF2_106_F.fwhR2n_106_R","Eupodidae",26,9036,0.00287737937140328,"Eukaryota","COI",300,200,"Fox_Raccoon"
"814","fwhF2_106_F.fwhR2n_106_R","Glomerellaceae",81,9036,0.00896414342629482,"Eukaryota","COI",300,200,"Fox_Raccoon"
"815","fwhF2_106_F.fwhR2n_106_R","Heligmosomatidae",32,9036,0.00354138999557326,"Eukaryota","COI",300,200,"Fox_Raccoon"
"816","fwhF2_106_F.fwhR2n_106_R","Hyalospheniidae",36,9036,0.00398406374501992,"Eukaryota","COI",300,200,"Fox_Raccoon"
"817","fwhF2_106_F.fwhR2n_106_R","Hymenochaetaceae",303,9036,0.0335325365205843,"Eukaryota","COI",300,200,"Fox_Raccoon"
"818","fwhF2_106_F.fwhR2n_106_R","Hypsibiidae",64,9036,0.00708277999114653,"Eukaryota","COI",300,200,"Fox_Raccoon"
"819","fwhF2_106_F.fwhR2n_106_R","Lepidostomatidae",22,9036,0.00243470562195662,"Eukaryota","COI",300,200,"Fox_Raccoon"
"820","fwhF2_106_F.fwhR2n_106_R","Lumbricidae",667,9036,0.0738158477202302,"Eukaryota","COI",300,200,"Fox_Raccoon"
"821","fwhF2_106_F.fwhR2n_106_R","Mucoraceae",1025,9036,0.113435148295706,"Eukaryota","COI",300,200,"Fox_Raccoon"
"822","fwhF2_106_F.fwhR2n_106_R","Muscidae",324,9036,0.0358565737051793,"Eukaryota","COI",300,200,"Fox_Raccoon"
"823","fwhF2_106_F.fwhR2n_106_R","Mycocaliciaceae",62,9036,0.0068614431164232,"Eukaryota","COI",300,200,"Fox_Raccoon"
"824","fwhF2_106_F.fwhR2n_106_R","Neodiplogasteridae",1,9036,0.000110668437361664,"Eukaryota","COI",300,200,"Fox_Raccoon"
"825","fwhF2_106_F.fwhR2n_106_R","Orchidaceae",23,9036,0.00254537405931828,"Eukaryota","COI",300,200,"Fox_Raccoon"
"826","fwhF2_106_F.fwhR2n_106_R","Parulidae",78,9036,0.00863213811420983,"Eukaryota","COI",300,200,"Fox_Raccoon"
"827","fwhF2_106_F.fwhR2n_106_R","Peltigeraceae",392,9036,0.0433820274457725,"Eukaryota","COI",300,200,"Fox_Raccoon"
"828","fwhF2_106_F.fwhR2n_106_R","Petroicidae",25,9036,0.00276671093404161,"Eukaryota","COI",300,200,"Fox_Raccoon"
"829","fwhF2_106_F.fwhR2n_106_R","Phyllostomidae",844,9036,0.0934041611332448,"Eukaryota","COI",300,200,"Fox_Raccoon"
"830","fwhF2_106_F.fwhR2n_106_R","Piophilidae",521,9036,0.0576582558654272,"Eukaryota","COI",300,200,"Fox_Raccoon"
"831","fwhF2_106_F.fwhR2n_106_R","Plectosphaerellaceae",12,9036,0.00132802124833997,"Eukaryota","COI",300,200,"Fox_Raccoon"
"832","fwhF2_106_F.fwhR2n_106_R","Pseudeurotiaceae",60,9036,0.00664010624169987,"Eukaryota","COI",300,200,"Fox_Raccoon"
"833","fwhF2_106_F.fwhR2n_106_R","Rhodomelaceae",165,9036,0.0182602921646746,"Eukaryota","COI",300,200,"Fox_Raccoon"
"834","fwhF2_106_F.fwhR2n_106_R","Serranidae",32,9036,0.00354138999557326,"Eukaryota","COI",300,200,"Fox_Raccoon"
"835","fwhF2_106_F.fwhR2n_106_R","Sporidiobolaceae",1006,9036,0.111332447985834,"Eukaryota","COI",300,200,"Fox_Raccoon"
"836","fwhF2_106_F.fwhR2n_106_R","Tephritidae",24,9036,0.00265604249667995,"Eukaryota","COI",300,200,"Fox_Raccoon"
"837","fwhF2_106_F.fwhR2n_106_R","Ustilaginaceae",28,9036,0.0030987162461266,"Eukaryota","COI",300,200,"Fox_Raccoon"
"838","fwhF2_106_F.fwhR2n_106_R","Vespertilionidae",271,9036,0.0299911465250111,"Eukaryota","COI",300,200,"Fox_Raccoon"
"839","Gen_600_7_F.Hadz_1200_5_R","Angiostrongylidae",4199,7476,0.561663991439272,"Eukaryota","18S",600,500,"Test"
"840","Gen_600_7_F.Hadz_1200_5_R","Aspergillaceae",50,7476,0.00668806848582129,"Eukaryota","18S",600,500,"Test"
"841","Gen_600_7_F.Hadz_1200_5_R","Capillariidae",74,7476,0.00989834135901552,"Eukaryota","18S",600,500,"Test"
"842","Gen_600_7_F.Hadz_1200_5_R","Cecidomyiidae",2,7476,0.000267522739432852,"Eukaryota","18S",600,500,"Test"
"843","Gen_600_7_F.Hadz_1200_5_R","Cercomonadidae",6,7476,0.000802568218298555,"Eukaryota","18S",600,500,"Test"
"844","Gen_600_7_F.Hadz_1200_5_R","Chaetomiaceae",3,7476,0.000401284109149278,"Eukaryota","18S",600,500,"Test"
"845","Gen_600_7_F.Hadz_1200_5_R","Chenopodiaceae",8,7476,0.00107009095773141,"Eukaryota","18S",600,500,"Test"
"846","Gen_600_7_F.Hadz_1200_5_R","Chlorellaceae",11,7476,0.00147137506688068,"Eukaryota","18S",600,500,"Test"
"847","Gen_600_7_F.Hadz_1200_5_R","Colpodellidae",1,7476,0.000133761369716426,"Eukaryota","18S",600,500,"Test"
"848","Gen_600_7_F.Hadz_1200_5_R","Crenosomatidae",680,7476,0.0909577314071696,"Eukaryota","18S",600,500,"Test"
"849","Gen_600_7_F.Hadz_1200_5_R","Cryptosporidiidae",18,7476,0.00240770465489567,"Eukaryota","18S",600,500,"Test"
"850","Gen_600_7_F.Hadz_1200_5_R","Daphniidae",4,7476,0.000535045478865704,"Eukaryota","18S",600,500,"Test"
"851","Gen_600_7_F.Hadz_1200_5_R","Debaryomycetaceae",18,7476,0.00240770465489567,"Eukaryota","18S",600,500,"Test"
"852","Gen_600_7_F.Hadz_1200_5_R","Dicyrtomidae",7,7476,0.000936329588014981,"Eukaryota","18S",600,500,"Test"
"853","Gen_600_7_F.Hadz_1200_5_R","Dipodascaceae",17,7476,0.00227394328517924,"Eukaryota","18S",600,500,"Test"
"854","Gen_600_7_F.Hadz_1200_5_R","Ditrichaceae",4,7476,0.000535045478865704,"Eukaryota","18S",600,500,"Test"
"855","Gen_600_7_F.Hadz_1200_5_R","Enterocytozoonidae",3,7476,0.000401284109149278,"Eukaryota","18S",600,500,"Test"
"856","Gen_600_7_F.Hadz_1200_5_R","Heligmosomatidae",51,7476,0.00682182985553772,"Eukaryota","18S",600,500,"Test"
"857","Gen_600_7_F.Hadz_1200_5_R","Hydnodontaceae",10,7476,0.00133761369716426,"Eukaryota","18S",600,500,"Test"
"858","Gen_600_7_F.Hadz_1200_5_R","Lamiaceae",37,7476,0.00494917067950776,"Eukaryota","18S",600,500,"Test"
"859","Gen_600_7_F.Hadz_1200_5_R","Lichtheimiaceae",4,7476,0.000535045478865704,"Eukaryota","18S",600,500,"Test"
"860","Gen_600_7_F.Hadz_1200_5_R","Malvaceae",14,7476,0.00187265917602996,"Eukaryota","18S",600,500,"Test"
"861","Gen_600_7_F.Hadz_1200_5_R","Mesocestoididae",25,7476,0.00334403424291065,"Eukaryota","18S",600,500,"Test"
"862","Gen_600_7_F.Hadz_1200_5_R","Metastrongylidae",22,7476,0.00294275013376137,"Eukaryota","18S",600,500,"Test"
"863","Gen_600_7_F.Hadz_1200_5_R","Metschnikowiaceae",2,7476,0.000267522739432852,"Eukaryota","18S",600,500,"Test"
"864","Gen_600_7_F.Hadz_1200_5_R","Microascaceae",6,7476,0.000802568218298555,"Eukaryota","18S",600,500,"Test"
"865","Gen_600_7_F.Hadz_1200_5_R","Monocystidae",740,7476,0.0989834135901552,"Eukaryota","18S",600,500,"Test"
"866","Gen_600_7_F.Hadz_1200_5_R","Mortierellaceae",33,7476,0.00441412520064205,"Eukaryota","18S",600,500,"Test"
"867","Gen_600_7_F.Hadz_1200_5_R","Mrakiaceae",98,7476,0.0131086142322097,"Eukaryota","18S",600,500,"Test"
"868","Gen_600_7_F.Hadz_1200_5_R","Mucoraceae",928,7476,0.124130551096843,"Eukaryota","18S",600,500,"Test"
"869","Gen_600_7_F.Hadz_1200_5_R","Myobiidae",6,7476,0.000802568218298555,"Eukaryota","18S",600,500,"Test"
"870","Gen_600_7_F.Hadz_1200_5_R","Onygenaceae",9,7476,0.00120385232744783,"Eukaryota","18S",600,500,"Test"
"871","Gen_600_7_F.Hadz_1200_5_R","Phallaceae",5,7476,0.000668806848582129,"Eukaryota","18S",600,500,"Test"
"872","Gen_600_7_F.Hadz_1200_5_R","Phycomycetaceae",2,7476,0.000267522739432852,"Eukaryota","18S",600,500,"Test"
"873","Gen_600_7_F.Hadz_1200_5_R","Pichiaceae",11,7476,0.00147137506688068,"Eukaryota","18S",600,500,"Test"
"874","Gen_600_7_F.Hadz_1200_5_R","Piskurozymaceae",4,7476,0.000535045478865704,"Eukaryota","18S",600,500,"Test"
"875","Gen_600_7_F.Hadz_1200_5_R","Plectidae",5,7476,0.000668806848582129,"Eukaryota","18S",600,500,"Test"
"876","Gen_600_7_F.Hadz_1200_5_R","Plectosphaerellaceae",1,7476,0.000133761369716426,"Eukaryota","18S",600,500,"Test"
"877","Gen_600_7_F.Hadz_1200_5_R","Rhizopodaceae",6,7476,0.000802568218298555,"Eukaryota","18S",600,500,"Test"
"878","Gen_600_7_F.Hadz_1200_5_R","Saccharomycetaceae",155,7476,0.020733012306046,"Eukaryota","18S",600,500,"Test"
"879","Gen_600_7_F.Hadz_1200_5_R","Saccharomycodaceae",46,7476,0.00615302300695559,"Eukaryota","18S",600,500,"Test"
"880","Gen_600_7_F.Hadz_1200_5_R","Sarcocystidae",113,7476,0.0151150347779561,"Eukaryota","18S",600,500,"Test"
"881","Gen_600_7_F.Hadz_1200_5_R","Scenedesmaceae",2,7476,0.000267522739432852,"Eukaryota","18S",600,500,"Test"
"882","Gen_600_7_F.Hadz_1200_5_R","Spathidiidae",3,7476,0.000401284109149278,"Eukaryota","18S",600,500,"Test"
"883","Gen_600_7_F.Hadz_1200_5_R","Spironemidae",1,7476,0.000133761369716426,"Eukaryota","18S",600,500,"Test"
"884","Gen_600_7_F.Hadz_1200_5_R","Syncystidae",14,7476,0.00187265917602996,"Eukaryota","18S",600,500,"Test"
"885","Gen_600_7_F.Hadz_1200_5_R","Tricholomataceae",9,7476,0.00120385232744783,"Eukaryota","18S",600,500,"Test"
"886","Gen_600_7_F.Hadz_1200_5_R","Ulotrichaceae",2,7476,0.000267522739432852,"Eukaryota","18S",600,500,"Test"
"887","Gen_600_7_F.Hadz_1200_5_R","Urticaceae",7,7476,0.000936329588014981,"Eukaryota","18S",600,500,"Test"
"888","Gen_600_7_F.Mach2Gen_7_R","Adeleidae",1,16588,6.02845430431637e-05,"Eukaryota","18S",400,300,"Test"
"889","Gen_600_7_F.Mach2Gen_7_R","Angiostrongylidae",10239,16588,0.617253436218953,"Eukaryota","18S",400,300,"Test"
"890","Gen_600_7_F.Mach2Gen_7_R","Aspergillaceae",330,16588,0.019893899204244,"Eukaryota","18S",400,300,"Test"
"891","Gen_600_7_F.Mach2Gen_7_R","Asteraceae",16,16588,0.00096455268869062,"Eukaryota","18S",400,300,"Test"
"892","Gen_600_7_F.Mach2Gen_7_R","Betulaceae",10,16588,0.000602845430431637,"Eukaryota","18S",400,300,"Test"
"893","Gen_600_7_F.Mach2Gen_7_R","Capillariidae",139,16588,0.00837955148299976,"Eukaryota","18S",400,300,"Test"
"894","Gen_600_7_F.Mach2Gen_7_R","Cecidomyiidae",4,16588,0.000241138172172655,"Eukaryota","18S",400,300,"Test"
"895","Gen_600_7_F.Mach2Gen_7_R","Cephalothecaceae",1,16588,6.02845430431637e-05,"Eukaryota","18S",400,300,"Test"
"896","Gen_600_7_F.Mach2Gen_7_R","Chenopodiaceae",19,16588,0.00114540631782011,"Eukaryota","18S",400,300,"Test"
"897","Gen_600_7_F.Mach2Gen_7_R","Chlorellaceae",50,16588,0.00301422715215819,"Eukaryota","18S",400,300,"Test"
"898","Gen_600_7_F.Mach2Gen_7_R","Coniochaetaceae",28,16588,0.00168796720520858,"Eukaryota","18S",400,300,"Test"
"899","Gen_600_7_F.Mach2Gen_7_R","Crenosomatidae",1479,16588,0.0891608391608392,"Eukaryota","18S",400,300,"Test"
"900","Gen_600_7_F.Mach2Gen_7_R","Cryptosporidiidae",187,16588,0.0112732095490716,"Eukaryota","18S",400,300,"Test"
"901","Gen_600_7_F.Mach2Gen_7_R","Debaryomycetaceae",48,16588,0.00289365806607186,"Eukaryota","18S",400,300,"Test"
"902","Gen_600_7_F.Mach2Gen_7_R","Demodicidae",7,16588,0.000421991801302146,"Eukaryota","18S",400,300,"Test"
"903","Gen_600_7_F.Mach2Gen_7_R","Diplostomatidae",28,16588,0.00168796720520858,"Eukaryota","18S",400,300,"Test"
"904","Gen_600_7_F.Mach2Gen_7_R","Dipodascaceae",51,16588,0.00307451169520135,"Eukaryota","18S",400,300,"Test"
"905","Gen_600_7_F.Mach2Gen_7_R","Ericaceae",14,16588,0.000843983602604292,"Eukaryota","18S",400,300,"Test"
"906","Gen_600_7_F.Mach2Gen_7_R","Fagaceae",7,16588,0.000421991801302146,"Eukaryota","18S",400,300,"Test"
"907","Gen_600_7_F.Mach2Gen_7_R","Filobasidiaceae",5,16588,0.000301422715215819,"Eukaryota","18S",400,300,"Test"
"908","Gen_600_7_F.Mach2Gen_7_R","Gregarinidae",61,16588,0.00367735712563299,"Eukaryota","18S",400,300,"Test"
"909","Gen_600_7_F.Mach2Gen_7_R","Haematococcaceae",3,16588,0.000180853629129491,"Eukaryota","18S",400,300,"Test"
"910","Gen_600_7_F.Mach2Gen_7_R","Heligmosomatidae",16,16588,0.00096455268869062,"Eukaryota","18S",400,300,"Test"
"911","Gen_600_7_F.Mach2Gen_7_R","Herpotrichiellaceae",6,16588,0.000361707258258982,"Eukaryota","18S",400,300,"Test"
"912","Gen_600_7_F.Mach2Gen_7_R","Lamiaceae",110,16588,0.00663129973474801,"Eukaryota","18S",400,300,"Test"
"913","Gen_600_7_F.Mach2Gen_7_R","Leidyanidae",2,16588,0.000120569086086327,"Eukaryota","18S",400,300,"Test"
"914","Gen_600_7_F.Mach2Gen_7_R","Malasseziaceae",1,16588,6.02845430431637e-05,"Eukaryota","18S",400,300,"Test"
"915","Gen_600_7_F.Mach2Gen_7_R","Melanogastraceae",14,16588,0.000843983602604292,"Eukaryota","18S",400,300,"Test"
"916","Gen_600_7_F.Mach2Gen_7_R","Mesocestoididae",93,16588,0.00560646250301423,"Eukaryota","18S",400,300,"Test"
"917","Gen_600_7_F.Mach2Gen_7_R","Metastrongylidae",95,16588,0.00572703158910055,"Eukaryota","18S",400,300,"Test"
"918","Gen_600_7_F.Mach2Gen_7_R","Metschnikowiaceae",114,16588,0.00687243790692067,"Eukaryota","18S",400,300,"Test"
"919","Gen_600_7_F.Mach2Gen_7_R","Microascaceae",17,16588,0.00102483723173378,"Eukaryota","18S",400,300,"Test"
"920","Gen_600_7_F.Mach2Gen_7_R","Monocystidae",487,16588,0.0293585724620207,"Eukaryota","18S",400,300,"Test"
"921","Gen_600_7_F.Mach2Gen_7_R","Mortierellaceae",65,16588,0.00391849529780564,"Eukaryota","18S",400,300,"Test"
"922","Gen_600_7_F.Mach2Gen_7_R","Mrakiaceae",223,16588,0.0134434530986255,"Eukaryota","18S",400,300,"Test"
"923","Gen_600_7_F.Mach2Gen_7_R","Mucoraceae",1767,16588,0.10652278755727,"Eukaryota","18S",400,300,"Test"
"924","Gen_600_7_F.Mach2Gen_7_R","Myobiidae",14,16588,0.000843983602604292,"Eukaryota","18S",400,300,"Test"
"925","Gen_600_7_F.Mach2Gen_7_R","Onygenaceae",16,16588,0.00096455268869062,"Eukaryota","18S",400,300,"Test"
"926","Gen_600_7_F.Mach2Gen_7_R","Phallaceae",21,16588,0.00126597540390644,"Eukaryota","18S",400,300,"Test"
"927","Gen_600_7_F.Mach2Gen_7_R","Phycomycetaceae",45,16588,0.00271280443694237,"Eukaryota","18S",400,300,"Test"
"928","Gen_600_7_F.Mach2Gen_7_R","Pichiaceae",20,16588,0.00120569086086327,"Eukaryota","18S",400,300,"Test"
"929","Gen_600_7_F.Mach2Gen_7_R","Plectosphaerellaceae",3,16588,0.000180853629129491,"Eukaryota","18S",400,300,"Test"
"930","Gen_600_7_F.Mach2Gen_7_R","Poaceae",2,16588,0.000120569086086327,"Eukaryota","18S",400,300,"Test"
"931","Gen_600_7_F.Mach2Gen_7_R","Rhabditidae",4,16588,0.000241138172172655,"Eukaryota","18S",400,300,"Test"
"932","Gen_600_7_F.Mach2Gen_7_R","Rhizopodaceae",8,16588,0.00048227634434531,"Eukaryota","18S",400,300,"Test"
"933","Gen_600_7_F.Mach2Gen_7_R","Rosaceae",4,16588,0.000241138172172655,"Eukaryota","18S",400,300,"Test"
"934","Gen_600_7_F.Mach2Gen_7_R","Saccharomycetaceae",312,16588,0.0188087774294671,"Eukaryota","18S",400,300,"Test"
"935","Gen_600_7_F.Mach2Gen_7_R","Saccharomycodaceae",108,16588,0.00651073064866168,"Eukaryota","18S",400,300,"Test"
"936","Gen_600_7_F.Mach2Gen_7_R","Sandonidae",1,16588,6.02845430431637e-05,"Eukaryota","18S",400,300,"Test"
"937","Gen_600_7_F.Mach2Gen_7_R","Sarcocystidae",255,16588,0.0153725584760068,"Eukaryota","18S",400,300,"Test"
"938","Gen_600_7_F.Mach2Gen_7_R","Scenedesmaceae",9,16588,0.000542560887388474,"Eukaryota","18S",400,300,"Test"
"939","Gen_600_7_F.Mach2Gen_7_R","Scotinosphaeraceae",6,16588,0.000361707258258982,"Eukaryota","18S",400,300,"Test"
"940","Gen_600_7_F.Mach2Gen_7_R","Sphaerocystidae",2,16588,0.000120569086086327,"Eukaryota","18S",400,300,"Test"
"941","Gen_600_7_F.Mach2Gen_7_R","Stenophoridae",3,16588,0.000180853629129491,"Eukaryota","18S",400,300,"Test"
"942","Gen_600_7_F.Mach2Gen_7_R","Torulaceae",10,16588,0.000602845430431637,"Eukaryota","18S",400,300,"Test"
"943","Gen_600_7_F.Mach2Gen_7_R","Tubeufiaceae",1,16588,6.02845430431637e-05,"Eukaryota","18S",400,300,"Test"
